হাজার_কোটি_টাকা,1667
প্রধানমন্ত্রী_শেখ_হাসিনা,1476
আইনশৃঙ্খলা_রক্ষাকারী_বাহিনীর,891
প্রধানমন্ত্রী_শেখ_হাসিনার,749
কোটি_লাখ_টাকা,721
লাখ_হাজার_টাকা,669
বৃষ_Apr_May,617
কুম্ভ_Jan_Feb,616
কর্কট_Jun_Jul,615
সিংহ_Jul_Aug,615
কন্যা_Aug_Sep,615
মীন_Feb_Mar,615
সিংহ_জুলাই_আগস্ট,608
কন্যা_আগস্ট_সেপ্টেম্বর,605
ধনু_Nov_Dec,605
ধনু_নভেম্বর_ডিসেম্বর,604
কোটি_লাখ_ডলার,603
কর্কট_জুন_জুলাই,602
মেষ_21Mar_Apr,600
আইনশৃঙ্খলা_রক্ষাকারী_বাহিনী,579
মকর_Dec_Jan,560
মিথুন_May_Jun,559
কুম্ভ_জানুয়ারি_ফেব্রুয়ারি,550
মকর_ডিসেম্বর_জানুয়ারি,550
মীন_ফেব্রুয়ারি_মার্চ,546
বৃশ্চিক_Oct_Nov,541
তুলা_সেপ্টেম্বর_অক্টোবর,541
বৃশ্চিক_অক্টোবর_নভেম্বর,539
তুলা_Sep_Oct,504
হাজার_কোটি_টাকার,473
প্রধান_নির্বাহী_কর্মকর্তা,470
দূরের_যাত্রা_শুভ,463
গুরুত্বপূর্ণ_ভূমিকা_পালন,342
থানার_উপপরিদর্শক_এসআই,340
সূত্র_টাইমস_ইন্ডিয়া,340
অতিরিক্ত_পুলিশ_সুপার,339
হাজার_কোটি_ডলার,337
ঘটনার_সত্যতা_নিশ্চিত,335
হিসেবে_দায়িত্ব_পালন,334
আর্থিক_দিক_ভালো,331
থাকুন_সুস্থ_থাকুন,326
সাংবাদিকদের_প্রশ্নের_জবাবে,324
নাম_প্রকাশ_শর্তে,321
দাম_হাজার_টাকা,321
মাশরাফি_বিন_মুর্তজা,311
মেহেদী_হাসান_মিরাজ,297
অবলম্বনে_সাকিব_সিকান্দার,296
আবুল_কালাম_আজাদ,283
বলার_অপেক্ষা_রাখে,282
জ্ঞানস্পৃহা_বৃদ্ধি_পাবে,278
ওয়েস্ট_ইন্ডিজের_বিপক্ষে,277
উপজেলা_স্বাস্থ্য_কমপ্লেক্সে,275
প্রধান_অতিথির_বক্তব্যে,273
নাম_প্রকাশে_অনিচ্ছুক,265
অনুবাদ_প্রতীক_বর্ধন,259
বাণিজ্যমন্ত্রী_তোফায়েল_আহমেদ,255
প্রধান_নির্বাচন_কমিশনার,240
প্রয়োজনে_সহযোগিতা_পেতে,236
হার_দশমিক_শতাংশ,228
বেশির_ভাগ_সময়,227
চার_ছক্কায়_রান,226
সংবাদ_সম্মেলনে_উপস্থিত,217
কথা_বলার_সময়,215
আয়োজিত_সংবাদ_সম্মেলনে,212
নিরাপদ_সড়কের_দাবিতে,212
মামলার_তদন্ত_কর্মকর্তা,209
রানা_প্লাজা_ধসের,207
আওয়ামী_লীগের_সম্পাদক,205
আওয়ামী_লীগ_বিএনপি,203
আওয়ামী_লীগের_প্রার্থী,195
সূত্র_বিজনেস_ইনসাইডার,191
তদন্ত_কমিটি_গঠন,191
রুহুল_কবির_রিজভী,187
থানার_পরিদর্শক_তদন্ত,187
ব্যাংকের_ব্যবস্থাপনা_পরিচালক,186
দিনটি_মিশ্র_সম্ভাবনাময়,183
তথ্য_যোগাযোগ_প্রযুক্তি,183
আওয়ামী_লীগের_নেতা,181
আওয়ামী_লীগ_বিএনপির,179
দক্ষিণ_আফ্রিকার_বিপক্ষে,179
আওয়ামী_লীগ_নেতা,178
সংযুক্ত_আরব_আমিরাত,176
ছাত্রলীগের_নেতা_কর্মীরা,175
বিএনপির_নেতা_কর্মীদের,175
প্রবৃদ্ধি_দশমিক_শতাংশ,174
দিনটি_শুভ_সম্ভাবনাময়,172
বাংলাদেশ_জাতীয়_ইমাম,169
নজরুল_ইসলাম_খান,168
অনুষ্ঠানে_প্রধান_অতিথি,166
সূত্র_হিন্দুস্তান_টাইমস,166
আওয়ামী_লীগ_সরকার,165
ব্যবস্থাপনা_পরিচালক_এমডি,164
রোগ_প্রতিরোধ_ক্ষমতা,164
লাশ_উদ্ধার_পুলিশ,163
চলতি_অর্থবছরের_মাসে,163
ব্যাবসায়িক_দিক_ভালো,163
আওয়ামী_লীগের_নেতারা,161
দৃষ্টি_আকর্ষণ_করছি,158
উপজেলা_নির্বাহী_কর্মকর্তা,157
অধিনায়ক_সাকিব_হাসান,157
চিকিৎসক_মৃত_ঘোষণা,157
পেশাগত_দিক_ভালো,157
দেশের_প্রধান_পুঁজিবাজার,156
কোটি_লাখ_ডলারের,156
মিজানুর_রহমান_খান,154
কোটা_সংস্কারের_দাবিতে,152
সিটি_করপোরেশন_নির্বাচন,150
রাশেদ_খান_মেনন,150
মহেন্দ্র_সিং_ধোনি,150
উপজেলা_পরিষদের_চেয়ারম্যান,149
কথা_কাজের_খেয়াল,147
আওয়ামী_লীগের_সভাপতি,146
সূত্র_ডেকন_ক্রনিকল,143
হাজার_টাকা_জরিমানা,143
সিটি_করপোরেশন_নির্বাচনে,142
টাকা_দরে_বিক্রি,141
কোটা_সংস্কার_আন্দোলনের,141
টাকা_কেজি_দরে,140
বিশ্ব_স্বাস্থ্য_সংস্থার,140
হাজার_কোটি_টাকা,140
নাজমুল_হোসেন_শান্ত,140
কামাল_আহমেদ_সাংবাদিক,138
রানে_উইকেট_নেন,138
সংগ্রহ_উইকেটে_রান,137
রাত_সাড়ে_টার,137
রাষ্ট্রপতি_আবদুল_হামিদ,137
শূন্য_দশমিক_শতাংশ,137
কাজকর্মে_উৎসাহ_বোধ,136
ক্ষমতাসীন_আওয়ামী_লীগ,136
হাফ_সেঞ্চুরি_নেন,134
পরিবারের_সদস্যদের_সাথে,134
পড়াশোনায়_বসাতে_পারবেন,134
নিহত_ব্যক্তির_নাম,134
সফর_দিনটি_ভালো,134
বেশির_ভাগ_ক্ষেত্রেই,133
আকবর_আলি_খান,133
রানের_জুটি_গড়েন,133
সময়_অনুকূল_থাকতে,133
বিচার_বিভাগের_স্বাধীনতা,133
দুপুর_সাড়ে_টার,133
বেলা_সাড়ে_টার,132
হাজার_কোটি_ডলারের,132
গ্রামে_ঘটনা_ঘটে,131
বিএনপির_নেতা_কর্মীরা,131
হাজার_হাজার_মানুষ,130
রোমান্স_বিনোদন_শুভ,130
লিমিটেডের_ব্যবস্থাপনা_পরিচালক,130
আজকের_দিনটি_মধ্যম,130
পাঁচ_লাখ_টাকা,130
বিবাদ_এড়িয়ে_চলুন,130
প্রধানমন্ত্রী_নরেন্দ্র_মোদি,129
লাখ_লাখ_মানুষ,129
কোটি_লাখ_হাজার,129
পাঁচ_হাজার_টাকা,128
আনিসুল_সাহিত্যিক_সাংবাদিক,127
আওয়ামী_লীগ_সরকারের,127
লাফার্জ_সুরমা_সিমেন্ট,127
ডেপুটি_অ্যাটর্নি_জেনারেল,127
ঊর্ধ্বতন_কর্মকর্তারা_উপস্থিত,126
বাংলাদেশ_সড়ক_পরিবহন,125
বাংলাদেশের_প্রধানমন্ত্রী_শেখ,125
ক্ষমতাসীন_আওয়ামী_লীগের,124
এলাকায়_ঘটনা_ঘটে,124
সংবাদ_সম্মেলনের_আয়োজন,124
বাকি_অংশ_ছাপা,124
কোটি_মার্কিন_ডলার,124
মূল_প্রবন্ধ_উপস্থাপন,124
মূল্যবোধ_বজায়_রাখুন,123
তথ্যমন্ত্রী_হাসানুল_ইনু,123
উপজেলা_স্বাস্থ্য_কমপ্লেক্সের,122
বিভাগ_ঢাকা_বিশ্ববিদ্যালয়,121
সহকারী_পুলিশ_সুপার,121
সহকারী_উপপরিদর্শক_এএসআই,121
রানে_উইকেট_হারিয়ে,121
ওভারে_উইকেটে_রান,120
সংযুক্ত_আরব_আমিরাতের,120
চিকিৎসকের_পরামর্শ_নিন,120
জাতীয়_সংসদ_নির্বাচন,119
শরীর_ভালো_থাকতে,119
ভালো_কাজ_আদায়,118
সংযুক্ত_আরব_আমিরাতে,118
অতিরিক্ত_জেলা_প্রশাসক,117
জ্বালানি_তেলের_দাম,117
সংখ্যা_লাখ_হাজার,117
প্রধানমন্ত্রী_শেখ_হাসিনাকে,117
গোপন_সংবাদের_ভিত্তিতে,116
কোটি_লাখ_টাকার,116
পড়াশোনায়_আনন্দ_পাবেন,116
সেতুমন্ত্রী_ওবায়দুল_কাদের,116
রিপুকে_সংযত_রাখুন,115
প্রধান_অতিথি_হিসেবে,115
মাশরাফি_বিন_মুর্তজার,115
ইউনিয়ন_পরিষদের_চেয়ারম্যান,115
খন্দকার_মোশাররফ_হোসেন,114
শেখ_মুজিবুর_রহমান,114
অতিথি_হিসেবে_উপস্থিত,113
লাখ_টাকা_জরিমানা,113
দলের_নেতা_কর্মীদের,113
সাবেক_নির্বাচন_কমিশনার,112
বৈদেশিক_মুদ্রার_রিজার্ভ,112
ব্যয়_বৃদ্ধি_পেতে,111
টাইগার_জিন্দা_হ্যায়,111
বিবৃতি_সতর্ক_থাকুন,111
যাত্রা_যোগাযোগ_শুভ,111
জেলা_আওয়ামী_লীগের,111
তৈরি_পোশাক_খাতের,111
লাখ_হাজার_ডলার,110
আইনশৃঙ্খলা_রক্ষাকারী_বাহিনীকে,110
প্রতিবেদনে_বিজনেস_ইনসাইডার,110
সহকারী_কমিশনার_ভূমি,110
ডিমের_সাদা_অংশ,110
বদিউল_আলম_মজুমদার,109
বিদ্যার্থীদের_দিনটি_শুভ,109
করুন_সুনাম_নষ্ট,109
তিন_হাজার_টাকা,109
দলীয়_নেতা_কর্মীদের,109
রানা_প্লাজা_ধসে,109
কোটি_কোটি_টাকা,108
মিউচুয়াল_ফান্ডের_লেনদেন,108
বিনোদন_রোমান্স_শুভ,108
লাভ_এনে_দেবে,108
সুসম্পর্ক_বজায়_থাকতে,108
হাজার_হাজার_টাকা,108
বিরুদ্ধে_আইনি_ব্যবস্থা,106
ঐশ্বরিয়া_রাই_বচ্চন,106
তথ্য_উঠে_এসেছে,105
মিলিয়ন_মার্কিন_ডলার,105
সংশ্লিষ্ট_ব্যক্তিরা_বলছেন,105
কেন্দ্রীয়_শহীদ_মিনারে,105
গ্রেপ্তারের_চেষ্টা_চলছে,105
কাঁদানে_গ্যাসের_শেল,105
কাজী_নজরুল_ইসলাম,105
সামাজিক_যোগাযোগমাধ্যম_ফেসবুকে,105
সকাল_সাড়ে_টার,105
কারিনা_কাপুর_খান,104
বঙ্গবন্ধু_শেখ_মুজিব,104
স্কুল_অ্যান্ড_কলেজ,104
মিস_ওয়ার্ল্ড_বাংলাদেশ,104
পরিকল্পনামন্ত্রী_মুস্তফা_কামাল,103
এভাবে_চলতে_থাকলে,103
পাওনা_টাকা_আদায়,103
ঢাকা_মহানগর_পুলিশের,102
স্কুল_অ্যান্ড_কলেজের,102
থানায়_ডায়েরি_জিডি,102
ভ্রমণ_লাভদায়ক_খরচসাপেক্ষ,102
ব্যক্তিগত_ব্যর্থতার_খারাপ,102
ছবিটি_মুক্তি_পাবে,102
মামলার_প্রস্তুতি_চলছে,101
মেষ_মার্চ_এপ্রিল,101
জাতীয়_সংসদ_নির্বাচনে,101
ভারপ্রাপ্ত_কর্মকর্তা_ওসি,101
জাতীয়_চলচ্চিত্র_পুরস্কার,100
নিহত_ব্যক্তিরা_হলেন,100
নির্বাচন_কমিশন_ইসি,100
হাতমারফৎ_বার্তা_যাচাই,99
সকাল_সাড়ে_টায়,99
নাজমুল_ইসলাম_অপু,99
হোলি_আর্টিজান_বেকারিতে,98
তথ্যের_সত্যতা_নিশ্চিত,98
অন্যের_সদাচরণ_করুন,98
আরোগ্য_লাভের_সম্ভাবনা,98
রানের_জুটি_গড়ে,98
দক্ষিণ_পূর্ব_এশিয়ার,98
মাসে_হাজার_টাকা,98
স্বাস্থ্যমন্ত্রী_মোহাম্মদ_নাসিম,98
কোটি_লাখ_টাকা,97
উপজেলা_আওয়ামী_লীগের,97
বিশ্ব_স্বাস্থ্য_সংস্থা,96
বিএনপির_ভাইস_চেয়ারম্যান,96
আজকে_সবকাছু_ভালোর,96
সিরাজুল_ইসলাম_চৌধুরী,96
আবেগ_সংযত_রাখুন,96
ভোটার_লাখ_হাজার,96
প্রতিবেদনে_হিন্দুস্তান_টাইমস,96
ঢাকা_চট্টগ্রাম_মহাসড়কে,96
আলোচনায়_অংশ_নেন,96
লাখ_হাজার_টাকার,96
বাড়িতে_অতিথির_আগমন,96
হাজার_মার্কিন_ডলার,95
মেডিকেল_কলেজ_হাসপাতালে,95
অধিনায়ক_বিরাট_কোহলি,95
স্বত্ব_প্রজেক্ট_সিন্ডিকেট,95
ঢাকা_সিটি_করপোরেশনের,95
আয়উপার্জন_বৃদ্ধি_পেতে,95
চলতি_বছরের_জানুয়ারি,95
কর্মপরিবেশ_অনুকূল_থাকতে,94
হাসান_উদ্দিন_সরকার,94
সংস্কৃতিমন্ত্রী_আসাদুজ্জামান_নূর,94
তালুকদার_আবদুল_খালেক,94
বেশির_ভাগ_মানুষ,94
তিন_লাখ_টাকা,93
আবু_হায়দার_রনি,93
ক্লান্তিকর_চাপপূর্ণ_প্রমাণিত,93
অধীনদের_লাগাতে_পারবেন,93
বাস_চলাচল_বন্ধ,93
ঢাকা_মেডিকেল_কলেজ,93
মাশরাফি_বিন_মর্তুজা,93
হুসেইন_মুহম্মদ_এরশাদ,93
আইনের_আওতায়_আনা,93
বেশির_ভাগ_সময়ই,93
মহাসড়কে_দুর্ঘটনা_ঘটে,93
শত্রুকে_দুর্বল_ভাবা,93
মহীউদ্দীন_খান_আলমগীর,92
ব্যয়_হাজার_কোটি,92
দাম্পত্য_সম্পর্ক_ভালো,92
মহেন্দ্র_সিং_ধোনির,92
প্রতিবেদনে_টাইমস_ইন্ডিয়া,92
কোটা_সংস্কার_আন্দোলনে,92
স্ত্রীর_জীবনের_শ্রেষ্ঠ,92
ঢাকা_সিটি_করপোরেশন,92
কার্বন_ডাই_অক্সাইড,91
চিত্র_উঠে_এসেছে,91
জাতীয়_অর্থনৈতিক_পরিষদের,91
বিপরীত_দিক_আসা,90
পুলিশ_সদর_দপ্তরের,90
বিমান_বাংলাদেশ_এয়ারলাইনসের,90
নিরাপদ_সড়ক_চাই,90
সময়_ব্যয়_করুন,90
আলোয়_প্রকাশিত_খবর,90
দুর্নীতি_দমন_কমিশন,90
ছাত্র_সংসদ_নির্বাচন,89
গুরুত্বপূর্ণ_কাজ_শেষ,89
মধ্যম_আয়ের_দেশ,89
খুঁজে_বের_করুন,89
ইউনিয়ন_পরিষদের_ইউপি,89
লাখ_কোটি_টাকা,89
ভ্রাম্যমাণ_আদালত_পরিচালনা,89
সরকার_বিভাগের_অধ্যাপক,89
প্রতিপক্ষকে_আয়ত্তে_আনতে,89
ওপর_চাপ_সৃষ্টি,88
আহারেবিহারে_সতর্ক_থাকুন,88
আসুন_জেনে_যাক,88
হাজার_টাকায়_বিক্রি,88
নির্বাহী_কমিটির_সদস্য,88
বিশ্ব_বাণিজ্য_সংস্থার,88
রোকেয়া_রহমান_সাংবাদিক,88
সামাজিক_যোগাযোগ_মাধ্যম,88
বিভাগের_সহযোগী_অধ্যাপক,88
দশমিক_ডিগ্রি_সেলসিয়াস,88
বেসামরিক_বিমান_চলাচল,88
প্রতিমন্ত্রী_জুনাইদ_আহমেদ,88
পাসের_হার_দশমিক,88
বাংলাদেশ_শিল্প_বণিক,87
সালের_জুন_মাসে,87
ব্যাংক_আর্থিক_প্রতিষ্ঠান,87
